EMPLID,Name,Term,Application Status,Major,Math - Majors 1st Math Course,Math - Majors 1st Math Code,Math - Math Placement Course,Math - Math Placement Code,Math - Math Placement Course Verified,Math - Math Placement Code Verified,Math - Math Placement Met,Math - Math Placement Met Long Description,Math - ESM 105 Eligible,Math - ESM 120 Eligible,College Coursework Exists,IMP - College Course,Math_Tests_Concatenate,Formula math_placement_2_calc_III_eligible,Formula math_placement_4_calc_II_eligible,Formula math_placement_8_calc_eligible,Formula math_placement_10_precalc_eligible,Formula math_score_exists,Application Math Category,College Math Status ERS,ELM Status ERS,HS Math GPA ERS,HS Math Units ERS,MAPE IA,MAPE PC,EAP,ACT Math,ACT Math SS,AP CALC AB,AP CALC BC,AP CSC P,AP STATS,IB AA,IB AI,Old SAT Math,SAT Math L1,SAT Math L2,SAT R Math Section,CLEP College Algebra,CLEP College Algebra/Trig,CLEP Trig,CLEP Precalc,CLEP Calc,Cambridge Math,MPAP Response,MPAP - Updated Date,IMP - Updated Date
4121,Logan Lopez,Fall 2025,Confirmed Completed,Child Development,STAT 217 - Introduction to Statistical Concepts and Methods,10,Precalculus Algebra or Statistics,10,MATH 115 - Stretch Precalculus Algebra I,16,Y,Meets Placement Pending Final Documentation,Y,N,,Statistics,Verified: AP Statistics - 4,,,,10,Y,,0,A,,12,,,,,,,,,4 - Verified,,,,,,,,,,,,,I understand that I need to send a standardized test score/s or transcript/s to demonstrate my Math Readiness by the July 15 deadline.,05/08/2025 10:05,05/08/2025 08:05
4122,Quinn Torres,Fall 2025,Confirmed Completed,Industrial Engineering,MATH 141 - Calculus I,8,Calculus I or Equivalent,8,MATH 115 - Stretch Precalculus Algebra I,16,Y,Placement Verified w/Final Documentation,N,N,Y,Precalculus,,,,8,,N,,0,Z,,10,,,,,,,,,,,,,,,,,,,,,,I understand that I need to send a standardized test score/s or transcript/s to demonstrate my Math Readiness by the July 15 deadline.,04/26/2025 06:04,04/10/2025 12:04
4123,Logan Garcia,Fall 2025,Confirmed,English,a single course in GE area B4,10,Precalculus Algebra or Statistics,10,MATH 115 - Stretch Precalculus Algebra I,16,Y,Meets Placement Pending Final Documentation,Y,N,Y,,,,,,10,N,,0,4,,8,,,,,,,,,,,,,,,,,,,,,,,,
4124,Alex Lopez,Fall 2025,Confirmed Completed,Art and Design,a single course in GE area B4,10,MATH 115 - Stretch Precalculus Algebra I,16,MATH 115 - Stretch Precalculus Algebra I,16,N,Does Not Meet Placement,Y,N,Y,,,,,,,N,,0,15,,8,,,,,,,,,,,,,,,,,,,,,,I will take MATH 115 Stretch Precalculus Algebra I in the fall and understand that this decision may affect my coursework progress.,06/15/2025 07:06,04/15/2025 06:04
4125,Rowan Lee,Fall 2025,Confirmed Completed,Sociology,STAT 217 - Introduction to Statistical Concepts and Methods,10,Calculus I or Equivalent,8,MATH 115 - Stretch Precalculus Algebra I,16,Y,Meets Placement Pending Final Documentation,N,N,Y,Precalculus,,,,8,10,N,,0,4,,10,,,,,,,,,,,,,,,,,,,,,,I will/have send a standardized test score or transcript to demonstrate Precalculus (MATH 118 or equivalent) or higher eligibility by the July 15 deadline.,04/18/2025 12:04,04/02/2025 12:04
4126,Riley Nguyen,Fall 2025,Confirmed Completed,Business Administration,MATH 221 - Calculus for Business and Economics,8,Calculus II,4,MATH 115 - Stretch Precalculus Algebra I,16,Y,Meets Placement Pending Final Documentation,N,N,Y,Calculus I or higher,,,4,8,,N,,0,Z,,14,,,,,,,,,,,,,,,,,,,,,,I understand that I need to send a standardized test score/s or transcript/s to demonstrate my Math Readiness by the July 15 deadline.,06/15/2025 03:06,05/10/2025 12:05
4127,Cameron Lopez,Fall 2025,Confirmed,Statistics,MATH 141 - Calculus I,8,Calculus III,2,MATH 115 - Stretch Precalculus Algebra I,16,Y,Meets Placement Pending Final Documentation,N,N,Y,Statistics,"Verified: AP Calculus (BC) - 5
Verified: AP Calculus (BC): AB Subscore - 5
Verified: AP Statistics - 5",2,4,,10,Y,,0,A,,12,,,,,,,5 - Verified,,5 - Verified,,,,,,,,,,,,,I understand that I need to send a standardized test score/s or transcript/s to demonstrate my Math Readiness by the July 15 deadline.,05/04/2025 10:05,05/04/2025 10:05
4128,Reese Scott,Fall 2025,Confirmed Completed,Business Administration,MATH 221 - Calculus for Business and Economics,8,Calculus II,4,MATH 115 - Stretch Precalculus Algebra I,16,Y,Meets Placement Pending Final Documentation,N,N,Y,Calculus I or higher,,,4,,10,N,,0,4,,10,,,,,,,,,,,,,,,,,,,,,,I understand that I need to send a standardized test score/s or transcript/s to demonstrate my Math Readiness by the July 15 deadline.,06/10/2025 09:06,05/09/2025 11:05
4129,Dakota Torres,Fall 2025,Confirmed Completed,Marine Sciences,MATH 161 - Calculus for the Life Sciences I,8,MATH 115 - Stretch Precalculus Algebra I,16,MATH 115 - Stretch Precalculus Algebra I,16,N,Does Not Meet Placement,Y,N,Y,,,,,,,N,,0,0,,10,Verified,,,,,,,,,,,,,,,,,,,,,Enroll me in ESM 90/105 which culminates with the MAPE exam.,06/03/2025 11:06,05/14/2025 11:05
4130,Morgan Hernandez,Fall 2025,Confirmed Completed,General Engineering,MATH 141 - Calculus I,8,Calculus III,2,MATH 115 - Stretch Precalculus Algebra I,16,Y,Meets Placement Pending Final Documentation,N,N,Y,,"Verified: AP Calculus (BC) - 5
Verified: AP Computer Science (A) - 5
Verified: AP Calculus (BC): AB Subscore - 5
Verified: AP Computer Science Principles - 5
Verified: AP Calculus (AB) - 5",2,4,8,10,Y,,0,A,,12,,,,,,5 - Verified,5 - Verified,,,,,,,,,,,,,,,I understand that I need to send a standardized test score/s or transcript/s to demonstrate my Math Readiness by the July 15 deadline.,06/13/2025 07:06,05/15/2025 02:05
4131,Jules Lopez,Fall 2025,Confirmed Completed,Mathematics,MATH 141 - Calculus I,8,Calculus II,4,MATH 115 - Stretch Precalculus Algebra I,16,Y,Meets Placement Pending Final Documentation,N,N,Y,,"Verified: AP Statistics - 5
Verified: AP Calculus (AB) - 5",,4,,10,Y,,0,A,,12,,,,,,5 - Verified,,,5 - Verified,,,,,,,,,,,,,I will/have send a standardized test score or transcript to demonstrate Calculus I (MATH 141 or equivalent) eligibility by the July 15 deadline.,05/30/2025 09:05,05/14/2025 09:05
4132,Elliot Rivera,Fall 2025,Confirmed Completed,Architecture,MATH 141 - Calculus I,8,Calculus I or Equivalent,8,MATH 115 - Stretch Precalculus Algebra I,16,Y,Placement Verified w/Final Documentation,N,N,Y,Precalculus,,,,8,10,N,,0,4,,10,,,,,,,,,,,,,,,,,,,,,,I understand that I need to send a standardized test score/s or transcript/s to demonstrate my Math Readiness by the July 15 deadline.,05/15/2025 10:05,05/14/2025 11:05
4133,Dakota Hernandez,Fall 2025,Confirmed Completed,Statistics,MATH 141 - Calculus I,8,Calculus II,4,MATH 115 - Stretch Precalculus Algebra I,16,Y,Meets Placement Pending Final Documentation,N,N,Y,,"Verified: AP Precalculus - 5
Verified: AP Calculus (AB) - 4
Verified: AP Statistics - 3
Verified: AP Computer Science Principles - 2
Verified: SATR Math Section Score - 760",,4,8,10,Y,,0,A,,14,,,,,,4 - Verified,,,3 - Verified,,,,,,,,,,,,,I will/have send a standardized test score or transcript to demonstrate Precalculus (MATH 118 or equivalent) or higher eligibility by the July 15 deadline.,04/18/2025 08:04,05/30/2025 04:05
4134,Logan Allen,Fall 2025,Confirmed Completed,Business Administration,MATH 221 - Calculus for Business and Economics,8,Calculus II,4,MATH 115 - Stretch Precalculus Algebra I,16,Y,Meets Placement Pending Final Documentation,N,N,Y,,Verified: AP Calculus (AB) - 4,,4,,10,Y,,0,A,,10,,,,,,4 - Verified,,,,,,,,,,,,,,,,I understand that I need to send a standardized test score/s or transcript/s to demonstrate my Math Readiness by the July 15 deadline.,07/02/2025 12:07,07/03/2025 12:07
4135,Peyton Nguyen,Summer 2025,Confirmed,Aerospace Engineering,MATH 141 - Calculus I,8,Calculus II,4,MATH 115 - Stretch Precalculus Algebra I,16,Y,Meets Placement Pending Final Documentation,N,N,,Calculus I or higher,Verified: AP Calculus (AB) - 2,,4,,10,Y,,0,4,,10,,,,,,2 - Verified,,,,,,,,,,,,,,,,I understand that I need to send a standardized test score/s or transcript/s to demonstrate my Math Readiness by the August 31 deadline.,07/09/2025 11:07,07/05/2025 03:07
4136,Jordan Hall,Fall 2025,Confirmed Completed,Communication Studies,STAT 217 - Introduction to Statistical Concepts and Methods,10,Precalculus Algebra or Statistics,10,MATH 115 - Stretch Precalculus Algebra I,16,Y,Meets Placement Pending Final Documentation,Y,N,,,Verified: AP Statistics - 2,,,,10,Y,,0,4,,10,,,,,,,,,2 - Verified,,,,,,,,,,,,,I understand that I need to send a standardized test score/s or transcript/s to demonstrate my Math Readiness by the July 15 deadline.,06/03/2025 04:06,05/02/2025 12:05
4137,Reese Martinez,Fall 2025,Confirmed Completed,Architecture,MATH 141 - Calculus I,8,Precalculus Algebra or Statistics,10,MATH 115 - Stretch Precalculus Algebra I,16,N,Does Not Meet Placement,Y,Y,,,Verified: AP Statistics - 1,,,,10,Y,,0,4,,10,,,,,,,,,1 - Verified,,,,,,,,,,,,,I will take the MAPE remotely before August 31 (it is strongly advised that students complete the exam before July 10).,06/14/2025 06:06,06/01/2025 12:06
4138,Casey Nguyen,Fall 2025,Confirmed Completed,Electrical Engineering,MATH 141 - Calculus I,8,Calculus III,2,MATH 115 - Stretch Precalculus Algebra I,16,Y,Meets Placement Pending Final Documentation,N,N,Y,,"Verified: AP Computer Science Principles - 5
Verified: AP Computer Science (A) - 4
Verified: AP Calculus (BC): AB Subscore - 4
Verified: AP Calculus (BC) - 4
Verified: AP Statistics - 4",2,4,8,10,Y,,0,A,,14,,,,,,,4 - Verified,,4 - Verified,,,,,,,,,,,,,I understand that I need to send a standardized test score/s or transcript/s to demonstrate my Math Readiness by the July 15 deadline.,05/28/2025 07:05,04/30/2025 11:04
4139,Avery Wright,Fall 2025,Confirmed,Agricultural Systems Management,MATH 119 - Precalculus Trigonometry,10,Precalculus Algebra or Statistics,10,MATH 115 - Stretch Precalculus Algebra I,16,Y,Meets Placement Pending Final Documentation,Y,N,Y,Statistics,,,,,10,N,,0,4,,10,,,,,,,,,,,,,,,,,,,,,,I understand that I need to send a standardized test score/s or transcript/s to demonstrate my Math Readiness by the July 15 deadline.,07/10/2025 04:07,03/31/2025 04:03
4140,Riley King,Fall 2025,Confirmed,Spanish,a single course in GE area B4,10,Calculus II,4,MATH 115 - Stretch Precalculus Algebra I,16,Y,Meets Placement Pending Final Documentation,N,N,Y,Calculus I or higher,Verified: AP Calculus (AB) - 4,,4,,10,Y,,0,A,,8,,,,,,4 - Verified,,,,,,,,,,,,,,,,I will/have send a standardized test score or transcript to demonstrate Precalculus (MATH 118 or equivalent) or higher eligibility by the July 15 deadline.,05/08/2025 11:05,05/08/2025 11:05
4141,Peyton Johnson,Fall 2025,Confirmed Completed,Architecture,MATH 141 - Calculus I,8,Calculus III,2,MATH 115 - Stretch Precalculus Algebra I,16,Y,Meets Placement Pending Final Documentation,N,N,Y,Calculus I or higher,"Verified: AP Calculus (BC) - 4
Verified: AP Calculus (BC): AB Subscore - 4
Verified: AP Calculus (AB) - 3
Verified: AP Computer Science Principles - 2",2,4,8,10,Y,,0,A,,12,,,,,,3 - Verified,4 - Verified,,,,,,,,,,,,,,,I understand that I need to send a standardized test score/s or transcript/s to demonstrate my Math Readiness by the July 15 deadline.,05/12/2025 04:05,04/25/2025 03:04
4142,Quinn Baker,Summer 2025,Confirmed,Architecture,MATH 141 - Calculus I,8,Calculus II,4,MATH 115 - Stretch Precalculus Algebra I,16,Y,Meets Placement Pending Final Documentation,N,N,Y,Calculus I or higher,Verified: AP Precalculus - 2,,4,8,,Y,,0,Z,,13,,,,,,,,,,,,,,,,,,,,,,I understand that I need to send a standardized test score/s or transcript/s to demonstrate my Math Readiness by the August 31 deadline.,07/01/2025 09:07,07/01/2025 09:07
4143,Jules Scott,Fall 2025,Confirmed Completed,Civil Engineering,MATH 141 - Calculus I,8,Calculus II,4,MATH 115 - Stretch Precalculus Algebra I,16,Y,Meets Placement Pending Final Documentation,N,N,Y,Calculus I or higher,"Verified: AP Statistics - 4
Verified: AP Calculus (AB) - 3",,4,8,10,Y,,0,A,,12,,,,,,3 - Verified,,,4 - Verified,,,,,,,,,,,,,I understand that I need to send a standardized test score/s or transcript/s to demonstrate my Math Readiness by the July 15 deadline.,05/16/2025 12:05,05/01/2025 02:05
4144,Avery Garcia,Fall 2025,Confirmed Completed,Spanish,a single course in GE area B4,10,Precalculus Algebra or Statistics,10,MATH 115 - Stretch Precalculus Algebra I,16,Y,Placement Verified w/Final Documentation,Y,N,,,,,,,10,N,,0,X,,10,,,,,,,,,,,,,,,,,,,,,,I understand that I need to send a standardized test score/s or transcript/s to demonstrate my Math Readiness by the July 15 deadline.,06/13/2025 11:06,05/13/2025 02:05
4145,Elliot Martinez,Fall 2025,Confirmed Completed,Plant Sciences,Calculus Ready with MATH 118 - Precalculus Algebra,8,Calculus II,4,MATH 115 - Stretch Precalculus Algebra I,16,Y,Meets Placement Pending Final Documentation,N,N,,Calculus I or higher,Verified: AP Calculus (AB) - 3,,4,8,10,Y,,0,A,,11,,,,,,3 - Verified,,,,,,,,,,,,,,,,I understand that I need to send a standardized test score/s or transcript/s to demonstrate my Math Readiness by the July 15 deadline.,06/19/2025 03:06,05/16/2025 12:05
4146,Skyler Clark,Fall 2025,Confirmed,Business Administration,MATH 221 - Calculus for Business and Economics,8,Precalculus Algebra or Statistics,10,MATH 115 - Stretch Precalculus Algebra I,16,N,Does Not Meet Placement,Y,Y,,,,,,,10,N,,0,S,,8,,,,,,,,,,,,,,,,,,,,,,I will take the MAPE remotely before August 31 (it is strongly advised that students complete the exam before July 10).,06/16/2025 03:06,05/16/2025 02:05
4147,Finley Allen,Fall 2025,Confirmed,Graphic Communication,MATH 118 - Precalculus Algebra,10,Precalculus Algebra or Statistics,10,MATH 115 - Stretch Precalculus Algebra I,16,Y,Placement Verified w/Final Documentation,Y,N,Y,,,,,,10,N,,0,4,,10,,,,,,,,,,,,,,,,,,,,,,I understand that I need to send a standardized test score/s or transcript/s to demonstrate my Math Readiness by the July 15 deadline.,05/17/2025 02:05,05/16/2025 04:05
4148,Cameron Baker,Fall 2025,Confirmed Completed,English,a single course in GE area B4,10,Calculus I or Equivalent,8,MATH 115 - Stretch Precalculus Algebra I,16,Y,Meets Placement Pending Final Documentation,N,N,Y,Statistics,"Verified: AP Precalculus - 4
Verified: SATR Math Section Score - 550",,,8,10,Y,,0,4,,10,,,,,,,,,,,,,,,,,,,,,,I understand that I need to send a standardized test score/s or transcript/s to demonstrate my Math Readiness by the July 15 deadline.,04/28/2025 06:04,04/27/2025 09:04
4149,Jules Scott,Fall 2025,Confirmed Completed,Animal Science,Calculus Ready with MATH 118 - Precalculus Algebra,8,Precalculus Algebra or Statistics,10,MATH 115 - Stretch Precalculus Algebra I,16,N,Does Not Meet Placement,Y,Y,,,,,,,10,N,,0,4,,10,,,,,,,,,,,,,,,,,,,,,,I will take MATH 118 Precalculus in the fall and understand that this decision may affect my coursework progress.,07/09/2025 01:07,07/09/2025 12:07
4150,Taylor Scott,Fall 2025,Confirmed Completed,Business Administration,MATH 221 - Calculus for Business and Economics,8,Calculus I or Equivalent,8,MATH 115 - Stretch Precalculus Algebra I,16,Y,Meets Placement Pending Final Documentation,N,N,,Precalculus,"Verified: AP Statistics - 2
Verified: AP Computer Science Principles - 2",,,8,10,Y,,0,4,,12,,,,,,,,,2 - Verified,,,,,,,,,,,,,I understand that I need to send a standardized test score/s or transcript/s to demonstrate my Math Readiness by the July 15 deadline.,06/27/2025 04:06,05/16/2025 01:05
4151,Jordan Johnson,Fall 2025,Confirmed Completed,Industrial Engineering,MATH 141 - Calculus I,8,Calculus II,4,MATH 115 - Stretch Precalculus Algebra I,16,Y,Meets Placement Pending Final Documentation,N,N,Y,Statistics,"Verified: AP Precalculus - 5
Verified: AP Calculus (AB) - 3",,4,8,10,Y,,0,A,,10,,,,,,3 - Verified,,,,,,,,,,,,,,,,I understand that I need to send a standardized test score/s or transcript/s to demonstrate my Math Readiness by the July 15 deadline.,05/29/2025 12:05,05/16/2025 01:05
4152,Jordan Scott,Fall 2025,Confirmed,Materials Engineering,MATH 141 - Calculus I,8,Precalculus Algebra or Statistics,10,MATH 115 - Stretch Precalculus Algebra I,16,N,Does Not Meet Placement,Y,Y,Y,,,,,,10,N,,0,4,,10,,,,,,,,,,,,,,,,,,,,,,,,06/03/2025 12:06
4153,Dakota Brown,Fall 2025,Confirmed Completed,General Engineering,MATH 141 - Calculus I,8,Calculus II,4,MATH 115 - Stretch Precalculus Algebra I,16,Y,Meets Placement Pending Final Documentation,N,N,Y,Calculus I or higher,"Verified: AP Calculus (BC) - 2
Verified: AP Calculus (BC): AB Subscore - 2
Verified: SATR Math Section Score - 660",,4,8,,Y,,0,Z,,12,,,,,,,2 - Verified,,,,,,,,,,,,,,,I understand that I need to send a standardized test score/s or transcript/s to demonstrate my Math Readiness by the July 15 deadline.,07/02/2025 02:07,07/03/2025 04:07
4154,Peyton Hernandez,Fall 2025,Confirmed Completed,Mechanical Engineering,MATH 141 - Calculus I,8,Calculus II,4,MATH 115 - Stretch Precalculus Algebra I,16,Y,Meets Placement Pending Final Documentation,N,N,,,"Verified: AP Statistics - 3
Verified: AP Calculus (AB) - 3
Verified: AP Computer Science Principles - 3",,4,,10,Y,,0,A,,12,,,,,,3 - Verified,,,3 - Verified,,,,,,,,,,,,,,,
4155,Casey Baker,Fall 2025,Confirmed,Communication Studies,STAT 217 - Introduction to Statistical Concepts and Methods,10,Precalculus Algebra or Statistics,10,MATH 115 - Stretch Precalculus Algebra I,16,Y,Placement Verified w/Final Documentation,Y,N,,,,,,,10,N,,0,4,,8,,,,,,,,,,,,,,,,,,,,,,,,
4156,Jordan Davis,Fall 2025,Confirmed Completed,Chemistry,MATH 141 - Calculus I,8,Precalculus Algebra or Statistics,10,MATH 115 - Stretch Precalculus Algebra I,16,N,Does Not Meet Placement,Y,Y,Y,Statistics,"Verified: AP Statistics - 1
Verified: SATR Math Section Score - 610",,,,10,Y,,0,S,,11,,,,,,,,,1 - Verified,,,,,,,,,,,,,I will/have send a standardized test score or transcript to demonstrate Calculus I (MATH 141 or equivalent) eligibility by the July 15 deadline.,05/14/2025 09:05,05/14/2025 09:05
4157,Morgan Young,Fall 2025,Confirmed Completed,Biological Sciences,MATH 161 - Calculus for the Life Sciences I,8,Calculus II,4,MATH 115 - Stretch Precalculus Algebra I,16,Y,Meets Placement Pending Final Documentation,N,N,Y,Statistics,Verified: AP Calculus (AB) - 4,,4,8,10,Y,,0,A,,10,,,,,,4 - Verified,,,,,,,,,,,,,,,,I understand that I need to send a standardized test score/s or transcript/s to demonstrate my Math Readiness by the July 15 deadline.,05/30/2025 08:05,05/04/2025 11:05
4158,Quinn Clark,Fall 2025,Confirmed Completed,Biochemistry,MATH 141 - Calculus I,8,Calculus II,4,MATH 115 - Stretch Precalculus Algebra I,16,Y,Meets Placement Pending Final Documentation,N,N,,Calculus I or higher,"Verified: AP Calculus (AB) - 5
Verified: AP Computer Science Principles - 4",,4,8,10,Y,,0,A,,8,,,,,,5 - Verified,,,,,,,,,,,,,,,,I understand that I need to send a standardized test score/s or transcript/s to demonstrate my Math Readiness by the July 15 deadline.,06/12/2025 01:06,06/09/2025 10:06
4159,Morgan Garcia,Fall 2025,Confirmed Completed,Journalism,STAT 130 - Introduction to Statistical Reasoning OR STAT 217 - Introduction to Statistical Concepts and Methods OR STAT 218 Applied Statistics for the Life Sciences OR STAT 251 - Statistical Inference for Management I,10,Calculus II,4,MATH 115 - Stretch Precalculus Algebra I,16,Y,Meets Placement Pending Final Documentation,N,N,Y,,Verified: AP Calculus (AB) - 4,,4,8,10,Y,,0,A,,8,Verified,,,,,4 - Verified,,,,,,,,,,,,,,,,I understand that I need to send a standardized test score/s or transcript/s to demonstrate my Math Readiness by the July 15 deadline.,06/12/2025 04:06,06/12/2025 04:06
4160,Finley Garcia,Fall 2025,Confirmed Completed,Philosophy,a single course in GE area B4,10,Calculus II,4,MATH 115 - Stretch Precalculus Algebra I,16,Y,Meets Placement Pending Final Documentation,N,N,,Calculus I or higher,Verified: AP Calculus (AB) - 4,,4,,10,Y,,0,A,,8,,,,,,4 - Verified,,,,,,,,,,,,,,,,I understand that I need to send a standardized test score/s or transcript/s to demonstrate my Math Readiness by the July 15 deadline.,05/15/2025 10:05,04/17/2025 09:04
4161,Riley Baker,Fall 2025,Confirmed Completed,City and Regional Planning,MATH 118 - Precalculus Algebra,10,Precalculus Algebra or Statistics,10,MATH 115 - Stretch Precalculus Algebra I,16,Y,Placement Verified w/Final Documentation,Y,N,Y,Statistics,,,,,10,N,,0,4,,6,,,,,,,,,,,,,,,,,,,,,,I understand that I need to send a standardized test score/s or transcript/s to demonstrate my Math Readiness by the July 15 deadline.,06/11/2025 04:06,06/23/2025 05:06
4162,Taylor Wright,Fall 2025,Confirmed Completed,Computer Science,MATH 141 - Calculus I,8,Calculus III,2,MATH 115 - Stretch Precalculus Algebra I,16,Y,Meets Placement Pending Final Documentation,N,N,Y,Calculus I or higher,"Verified: AP Calculus (BC) - 5
Verified: AP Calculus (BC): AB Subscore - 5
Verified: AP Calculus (AB) - 5
Verified: AP Computer Science Principles - 3",2,4,8,10,Y,,0,A,,20,,,,,,5 - Verified,5 - Verified,,,,,,,,,,,,,,,I understand that I need to send a standardized test score/s or transcript/s to demonstrate my Math Readiness by the July 15 deadline.,04/25/2025 03:04,04/09/2025 09:04
4163,Alex Torres,Fall 2025,Confirmed Completed,Art and Design,a single course in GE area B4,10,Precalculus Algebra or Statistics,10,MATH 115 - Stretch Precalculus Algebra I,16,Y,Meets Placement Pending Final Documentation,Y,N,,Statistics,,,,,10,N,,0,4,,8,,,,,,,,,,,,,,,,,,,,,,I understand that I need to send a standardized test score/s or transcript/s to demonstrate my Math Readiness by the July 15 deadline.,05/05/2025 06:05,04/22/2025 11:04
4164,Rowan Rivera,Fall 2025,Confirmed Completed,Computer Engineering,MATH 141 - Calculus I,8,Calculus II,4,MATH 115 - Stretch Precalculus Algebra I,16,Y,Meets Placement Pending Final Documentation,N,N,,Calculus I or higher,"Verified: AP Calculus (AB) - 4
Verified: AP Precalculus - 4",,4,8,10,Y,,0,A,,9,,,,,,4 - Verified,,,,,,,,,,,,,,,,I understand that I need to send a standardized test score/s or transcript/s to demonstrate my Math Readiness by the July 15 deadline.,05/29/2025 05:05,05/03/2025 04:05
4165,Alex Lee,Fall 2025,Confirmed Completed,Aerospace Engineering,MATH 141 - Calculus I,8,Precalculus Algebra or Statistics,10,MATH 115 - Stretch Precalculus Algebra I,16,N,Does Not Meet Placement,Y,Y,Y,,,,,,10,N,,0,4,,10,,,,,,,,,,,,,,,,,,,,,,I will/have send a standardized test score or transcript to demonstrate Calculus I (MATH 141 or equivalent) eligibility by the July 15 deadline.,06/15/2025 07:06,05/15/2025 08:05
4166,Casey Torres,Fall 2025,Confirmed Completed,Kinesiology,Calculus Ready with MATH 119 - Precalculus Trigonometry,8,Precalculus Algebra or Statistics,10,MATH 115 - Stretch Precalculus Algebra I,16,N,Does Not Meet Placement,Y,Y,,,,,,,10,N,,0,4,,12,,,,,,,,,,,,,,,,,,,,,,,,
4167,Taylor Martinez,Fall 2025,Confirmed Completed,Business Administration,MATH 221 - Calculus for Business and Economics,8,Calculus II,4,MATH 115 - Stretch Precalculus Algebra I,16,Y,Meets Placement Pending Final Documentation,N,N,Y,,"Verified: AP Calculus (AB) - 4
Verified: AP Statistics - 3",,4,,10,Y,,0,A,,10,,,,,,4 - Verified,,,3 - Verified,,,,,,,,,,,,,I understand that I need to send a standardized test score/s or transcript/s to demonstrate my Math Readiness by the July 15 deadline.,07/06/2025 02:07,07/06/2025 02:07
4168,Rowan Lopez,Fall 2025,Confirmed,Statistics,MATH 141 - Calculus I,8,Calculus III,2,MATH 115 - Stretch Precalculus Algebra I,16,Y,Meets Placement Pending Final Documentation,N,N,,,"Verified: AP Statistics - 5
Verified: AP Calculus (BC): AB Subscore - 5
Verified: AP Calculus (BC) - 5
Verified: AP Calculus (AB) - 4
Verified: SATR Math Section Score - 730",2,4,8,10,Y,,0,A,,12,,,,,,4 - Verified,5 - Verified,,5 - Verified,,,,,,,,,,,,,I understand that I need to send a standardized test score/s or transcript/s to demonstrate my Math Readiness by the July 15 deadline.,06/08/2025 01:06,04/20/2025 02:04
4169,Logan Allen,Fall 2025,Confirmed,"Recreation, Parks, and Tourism Administration",MATH 118 - Precalculus Algebra,10,Precalculus Algebra or Statistics,10,MATH 115 - Stretch Precalculus Algebra I,16,Y,Meets Placement Pending Final Documentation,Y,N,Y,,,,,,10,N,,0,4,,10,,,,,,,,,,,,,,,,,,,,,,I understand that I need to send a standardized test score/s or transcript/s to demonstrate my Math Readiness by the July 15 deadline.,04/30/2025 08:04,03/30/2025 05:03
4170,Avery Lee,Fall 2025,Confirmed Completed,Landscape Architecture,MATH 118 - Precalculus Algebra,10,Calculus I or Equivalent,8,MATH 115 - Stretch Precalculus Algebra I,16,Y,Meets Placement Pending Final Documentation,N,N,,Precalculus,Verified: AP Precalculus - 3,,,8,10,Y,,0,4,,8,,,,,,,,,,,,,,,,,,,,,,,,03/16/2025 04:03
4171,Skyler Hall,Fall 2025,Confirmed Completed,General Engineering,MATH 141 - Calculus I,8,Calculus III,2,MATH 115 - Stretch Precalculus Algebra I,16,Y,Meets Placement Pending Final Documentation,N,N,Y,Not Listed,"Verified: AP Computer Science (A) - 5
Verified: AP Statistics - 5
Verified: AP Calculus (BC): AB Subscore - 5
Verified: AP Calculus (BC) - 5
Verified: SATR Math Section Score - 790",2,4,8,10,Y,,0,A,,16,,,,,,,5 - Verified,,5 - Verified,,,,,,,,,,,,,I understand that I need to send a standardized test score/s or transcript/s to demonstrate my Math Readiness by the July 15 deadline.,07/02/2025 01:07,07/05/2025 12:07
4172,Blake Smith,Fall 2025,Confirmed Completed,Liberal Studies,MATH 227 - Mathematics for Elementary Teaching I,10,Precalculus Algebra or Statistics,10,MATH 115 - Stretch Precalculus Algebra I,16,Y,Meets Placement Pending Final Documentation,Y,N,,,Verified: AP Statistics - 3,,,,10,Y,,0,A,,8,,,,,,,,,3 - Verified,,,,,,,,,,,,,I understand that I need to send a standardized test score/s or transcript/s to demonstrate my Math Readiness by the July 15 deadline.,07/03/2025 10:07,07/07/2025 10:07
4173,Jordan Baker,Fall 2025,Confirmed Completed,Aerospace Engineering,MATH 141 - Calculus I,8,Calculus I or Equivalent,8,MATH 115 - Stretch Precalculus Algebra I,16,Y,Meets Placement Pending Final Documentation,N,N,Y,Precalculus,Verified: AP Calculus (AB) - 2,,,8,10,Y,,0,4,,14,,,,,,2 - Verified,,,,,,,,,,,,,,,,I understand that I need to send a standardized test score/s or transcript/s to demonstrate my Math Readiness by the July 15 deadline.,04/28/2025 01:04,03/15/2025 11:03
4174,Peyton Wright,Fall 2025,Confirmed Completed,Business Administration,MATH 221 - Calculus for Business and Economics,8,Calculus I or Equivalent,8,MATH 115 - Stretch Precalculus Algebra I,16,Y,Placement Verified w/Final Documentation,N,N,Y,,,,,8,,N,,0,Z,,8,,,,,,,,,,,,,,,,,,,,,,I understand that I need to send a standardized test score/s or transcript/s to demonstrate my Math Readiness by the July 15 deadline.,05/21/2025 01:05,05/14/2025 04:05
